longest_common_substring,longest_common_subsequence,greedy_string_tiling,2_gram_char,3_gram_char,4_gram_char,1_gram_word_Jaccard,3_gram_word_Jaccard,4_gram_word_Jaccard,2_gram_word_Jaccard_without_SW,4_gram_word_Jaccard_without_SW,1_gram_word_Containment_without_SW_a,2_gram_word_Containment_without_SW_a,1_gram_word_Containment_without_SW_b,2_gram_word_Containment_without_SW_b,average_similarity,lexical_substitution_system,pathlen_similarity,lin_similarity,wordnet_augmented_overlap,wordnet_augmented_word_overlap,weighted_word_overlap,pos_2_ngram_overlap,pos_3_ngram_overlap,pos_4_ngram_overlap
21,65,21,0.7482878466823694,0.5150596124885342,0.4023343257777002,0.46875,0.0869565217391304,0.0434782608695651,0.1034482758620689,0.0,0.6470588235294118,0.1875,0.6470588235294118,0.1875,0.7673686758654079,0.8920610150636467,0.2117683936883624,0.2314779412232596,0.9980806142034548,0.7867344468651659,0.9336732365120938,1.0,1.0,1.0
81,120,81,0.9402794931349306,0.8975382514923717,0.8405105148872354,0.9166666666666666,0.4838709677419355,0.4193548387096774,0.4,0.2631578947368421,1.0,0.6153846153846154,0.875,0.5333333333333333,0.6666666666666666,0.9877919513478391,0.2321491008991017,0.2134951637043584,1.0,0.9694971145919208,1.7957785589559838,0.9583333333333334,0.9565217391304347,0.9545454545454545
78,113,78,0.928190961784515,0.8740730364761194,0.8301660498166057,0.6818181818181819,0.4642857142857143,0.3928571428571429,0.4666666666666667,0.2857142857142857,0.9090909090909092,0.7,0.7692307692307693,0.5833333333333334,0.648989898989899,0.9562960652968115,0.2484051997385336,0.2813432135726074,1.0,0.9296359177513676,1.4426125918806714,0.9767441860465116,0.975609756097561,0.9743589743589743
47,73,47,0.9547089198261977,0.8679212846346371,0.7712398424224604,0.8,0.1463414634146341,0.097560975609756,0.2857142857142857,0.0,0.8,0.4285714285714285,0.8571428571428571,0.4615384615384615,0.5934065934065934,0.9661756362801776,0.232413361700776,0.2371401688255233,1.0,0.9200222934373696,1.641281329420868,1.0204081632653061,1.0212765957446808,1.0222222222222221
28,28,28,0.904962519798883,0.8081376242652534,0.7127255688897135,0.8,0.1666666666666666,0.0909090909090909,0.6666666666666667,0.0,1.0,0.8,1.0,0.8,0.65,0.8473185457363236,0.2817860050002907,0.260617207309216,0.9903846153846154,0.9049773755656108,1.7650894602410607,1.125,1.1428571428571428,1.1666666666666667
47,68,47,0.7907375140053059,0.6536457352823066,0.5738045840530311,0.5789473684210527,0.3043478260869565,0.2727272727272727,0.3076923076923077,0.1818181818181817,0.6666666666666666,0.5,0.6666666666666666,0.4444444444444444,0.5780849358974359,0.7075942729929443,0.3022126022126021,0.3748258634252296,0.9908256880733944,0.813973639804807,1.0537825835313341,0.9375,0.9333333333333333,0.9285714285714286
14,30,14,0.7028169127896865,0.5917263354139387,0.495073771488337,0.6666666666666667,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.8,0.0,0.6309523809523809,0.7637626158259735,0.40625,0.4909247173057307,0.9816598872475556,0.9158653846153848,1.2371263958354672,1.1578947368421053,1.1764705882352942,1.2
26,62,26,0.7572824456627535,0.5400296841847347,0.4113947592872962,0.2857142857142857,0.1304347826086956,0.0909090909090909,0.0666666666666666,0.0,0.3333333333333333,0.125,0.3333333333333333,0.125,0.5953921568627452,0.5954651581568434,0.2751767676767675,0.3404321332491695,0.9922165720300662,0.6596093823007194,0.4681702999924341,1.0,1.0,1.0
19,38,19,0.6755115021031723,0.5366031004021358,0.4603392506677322,0.4705882352941176,0.1052631578947368,0.0,0.1428571428571429,0.0,0.75,0.3333333333333333,0.5,0.2,0.6558441558441559,0.7341303483857974,0.2451323297914206,0.123902364975122,1.0,0.7172440676314378,0.9050260788155314,0.8695652173913044,0.8571428571428572,0.8421052631578947
33,59,33,0.848607762829881,0.7313980556837069,0.6465081838352353,0.6,0.2083333333333333,0.125,0.1999999999999999,0.0,0.7,0.3333333333333333,0.7,0.3333333333333333,0.6041666666666666,0.7443873683187765,0.2169388974816606,0.2105713718497417,0.9852406604475976,0.8587731811697575,1.1331858731158437,0.967741935483871,0.9655172413793104,0.962962962962963
34,67,34,0.793924586240317,0.6601293441350289,0.5602287114655289,0.4285714285714286,0.12,0.0833333333333333,0.2142857142857143,0.0,0.5,0.3333333333333333,0.5555555555555556,0.375,0.4227450980392157,0.8013093298449997,0.2580756545042259,0.2727581852067016,0.9950738916256158,0.7083077552690812,0.7989511015850191,0.9333333333333333,0.9285714285714286,0.923076923076923
17,35,17,0.5084700923486271,0.3960590171906697,0.3469387755102041,0.25,0.0476190476190476,0.0,0.0714285714285714,0.0,0.375,0.1428571428571428,0.3333333333333333,0.125,0.7192307692307693,0.5958795715311241,0.2366676023700815,0.268107098124098,0.9693775556565196,0.5765677412018876,0.46858514345507507,1.0,1.0,1.0
18,39,18,0.6214409152838354,0.426132494537061,0.2916059217599021,0.2941176470588235,0.05,0.0,0.0909090909090909,0.0,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.1666666666666666,0.4877658890816785,0.6531972647421808,0.2148752857786469,0.3623354413265794,0.9915966386554622,0.6214927894768599,0.5130411258859305,0.9565217391304347,0.9523809523809523,0.9473684210526315
12,52,12,0.4828619791432845,0.2794815423200416,0.2162811752731771,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2307692307692307,0.0,0.5477443609022556,0.4923659639173308,0.2231482651335593,0.1914006535643217,0.9444645072147468,0.4974663206031393,0.32485350532669033,0.9285714285714286,0.923076923076923,0.9166666666666666
10,33,10,0.5514109665703557,0.2910528808457692,0.2291746242570528,0.3125,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.5,0.0,0.4939814814814815,0.5789473684210524,0.2855604464979465,0.3694120643092857,0.9776536312849164,0.6001979707993073,0.6370360309021893,1.1578947368421053,1.1764705882352942,1.2
58,122,58,0.9358358572499114,0.8652066606056278,0.7826237921249269,0.64,0.4838709677419355,0.4193548387096774,0.3529411764705882,0.1176470588235294,0.8181818181818182,0.6,0.6428571428571429,0.4615384615384615,0.5328282828282828,0.953219973869657,0.2465534282968497,0.2644918917741411,0.9929488021722944,0.8477171443930015,1.224925361903101,0.875,0.8695652173913044,0.8636363636363636
40,95,40,0.7777187730687364,0.5984410751528574,0.5170334471824859,0.4642857142857143,0.1875,0.125,0.2105263157894736,0.0555555555555555,0.7,0.4444444444444444,0.4666666666666667,0.2857142857142857,0.5751633986928105,0.7762287694559531,0.2174278834818053,0.2512043182412698,0.9981549815498156,0.7694956222454302,0.7816543495944328,0.8,0.7894736842105263,0.7777777777777778
35,64,35,0.7521978468302964,0.5775958979049246,0.5000295394795401,0.409090909090909,0.125,0.0869565217391304,0.125,0.0,0.5,0.2222222222222222,0.5,0.2222222222222222,0.6127835447904652,0.8204836824663078,0.1765354441938151,0.2208753665912375,1.0,0.6668221245027363,0.7019723412627356,1.103448275862069,1.1111111111111112,1.12
48,97,48,0.8848947511081303,0.7803512371028343,0.714674182842007,0.7083333333333333,0.3548387096774194,0.2903225806451612,0.3157894736842105,0.1052631578947368,0.8461538461538461,0.5,0.8461538461538461,0.4615384615384615,0.7314073226544622,0.7319250547113998,0.2981825726923764,0.2242060167653017,0.995271628648764,0.8800620265998688,1.4670355994291804,1.0,1.0,1.0
61,85,61,0.8202247238286006,0.6228056857785328,0.5683543743421683,0.4285714285714286,0.2121212121212121,0.1875,0.217391304347826,0.1428571428571429,0.4210526315789473,0.2631578947368421,0.8,0.5555555555555556,0.485602623115523,0.8494119857293758,0.2247297052694781,0.2333164008008101,0.9817687074829934,0.6992751730215289,0.9400936589815363,1.2380952380952381,1.25,1.263157894736842
22,56,22,0.6879300907521071,0.5686227576990033,0.5034965460952284,0.4545454545454546,0.0769230769230768,0.0,0.1111111111111111,0.0,0.7,0.2222222222222222,0.5833333333333334,0.1818181818181818,0.6183673469387755,0.6113781625352013,0.2423625756959089,0.2469149006917489,0.9791879904469464,0.7033821138211381,0.925971580963024,0.8666666666666667,0.8571428571428572,0.8461538461538461
22,63,22,0.6390214842634577,0.5016103101271009,0.4369423915992103,0.4583333333333333,0.0666666666666666,0.0344827586206896,0.1578947368421053,0.0588235294117647,0.5,0.2307692307692307,0.7,0.3333333333333333,0.4946443489676572,0.7654904374034318,0.2781818525031194,0.3372068257243613,0.985785716918314,0.713042729437638,0.8881923242731754,1.1764705882352942,1.1875,1.2
28,63,28,0.6312409771176486,0.531490262029645,0.4725449515730842,0.3043478260869565,0.04,0.0,0.1764705882352941,0.0,0.5,0.2727272727272727,0.6,0.3333333333333333,0.3872171945701357,0.6449020216370244,0.203795548008493,0.1895238812459697,0.9893899204244032,0.5797077424221073,0.8032534909537385,1.1428571428571428,1.1538461538461537,1.1666666666666667
32,66,32,0.8727909512494492,0.7850798981177473,0.72525915562301,0.7727272727272727,0.2758620689655172,0.1666666666666666,0.2631578947368421,0.0526315789473684,0.7857142857142857,0.3846153846153846,0.9166666666666666,0.4545454545454545,0.6904761904761905,0.9120239338417732,0.2132944647944653,0.2056221370308252,1.0,0.9604100874181886,1.4642734393597936,1.0256410256410255,1.027027027027027,1.0285714285714287
35,71,35,0.669534063411986,0.5427941161436716,0.4745373815248895,0.3214285714285714,0.0967741935483871,0.0666666666666666,0.1999999999999999,0.1111111111111111,0.7,0.4444444444444444,0.4666666666666667,0.2666666666666666,0.530952380952381,0.5257497279245863,0.2389705549836268,0.2653680778203036,0.9908344594905172,0.5778359511343804,0.6195505525618096,0.7777777777777778,0.7647058823529411,0.75
12,31,12,0.5066710044155935,0.3400409136337803,0.2656844656620286,0.2222222222222222,0.0,0.0,0.1666666666666666,0.0,0.5714285714285714,0.3333333333333333,0.4444444444444444,0.25,0.6076858813700919,0.4244373438135828,0.2467100800434135,0.3033526076760183,0.9886363636363636,0.4832618671481231,0.5716976635083828,0.8,0.7777777777777778,0.75
17,56,17,0.5899196114769775,0.4075557568177075,0.3441664059757127,0.3333333333333333,0.0769230769230768,0.0,0.125,0.0,0.5,0.2857142857142857,0.3333333333333333,0.1818181818181818,0.6034694579586221,0.695421649681194,0.2239810487131916,0.2836900945382332,0.9809080113273042,0.6756911148033863,0.6467310761401566,0.8666666666666667,0.8571428571428572,0.8461538461538461
18,31,18,0.584729075647938,0.5003702332976757,0.4156047072968169,0.3333333333333333,0.1052631578947368,0.0,0.2307692307692307,0.0,0.7142857142857143,0.5,0.4545454545454545,0.3,0.7799708313077297,0.5274096316339224,0.3005271243907605,0.4027025784706039,0.9728203708829228,0.7037988621765462,0.6672972719032823,0.8695652173913044,0.8571428571428572,0.8421052631578947
56,56,56,0.8148217143826676,0.7456011350793252,0.739221270954573,0.736842105263158,0.6111111111111112,0.5882352941176471,0.5384615384615384,0.4545454545454546,0.9,0.7777777777777778,0.75,0.6363636363636364,0.5972222222222222,0.5613413993878117,0.3098081239747907,0.3649282419001353,0.9893617021276596,0.872239132131429,1.365608311294731,0.967741935483871,0.9655172413793104,0.962962962962963
17,47,17,0.6840077116560288,0.4637490725027826,0.3409145938362816,0.3333333333333333,0.0666666666666666,0.0344827586206896,0.0,0.0,0.625,0.0,0.3333333333333333,0.0,0.6004273504273504,0.7725116138598741,0.2911876417233561,0.2992010170332463,0.9914787227600288,0.6584595229838553,0.5768444299766223,0.8235294117647058,0.8125,0.8
19,43,19,0.6581451817144173,0.5190342490858746,0.4359887692321347,0.5263157894736843,0.0416666666666666,0.0,0.4166666666666666,0.1818181818181817,0.875,0.7142857142857143,0.6363636363636364,0.5,0.7803837188452574,0.7838618016696207,0.2168092785225651,0.2414411582067697,0.9901960784313726,0.7665845624529611,1.1747860475484917,0.8888888888888888,0.88,0.8695652173913044
21,44,21,0.5050762722761055,0.2905092156810251,0.2436698586202242,0.2222222222222222,0.0714285714285714,0.037037037037037,0.0952380952380952,0.0,0.3571428571428571,0.1538461538461538,0.4545454545454545,0.2,0.5379597655526448,0.4787549991450212,0.2408858769435693,0.2537725742960302,0.9661593523934936,0.4869072369072369,0.4193943416041763,1.0625,1.0666666666666667,1.0714285714285714
62,100,62,0.7628394235874968,0.5907908398283789,0.530382695392137,0.4666666666666667,0.1621621621621621,0.1388888888888888,0.24,0.125,0.6,0.4285714285714285,0.5,0.3529411764705882,0.6467207862165846,0.8498365855987979,0.2016560563619395,0.2503949812741505,0.9915275150119272,0.746928366575414,0.8759127662533335,0.8888888888888888,0.883720930232558,0.8780487804878049
18,80,18,0.7704893549906101,0.6088978363700573,0.5170234215108679,0.4827586206896551,0.125,0.048780487804878,0.1428571428571429,0.0,0.6363636363636364,0.2727272727272727,0.5384615384615384,0.2307692307692307,0.6013111888111887,0.6404350140115173,0.2599695749511929,0.3064571469105729,0.9933774834437086,0.7586519296974089,0.8301074884127542,1.0638297872340425,1.0666666666666667,1.069767441860465
28,66,28,0.7649176535789204,0.6219430736113932,0.5599496399301321,0.4736842105263158,0.12,0.0833333333333333,0.25,0.0666666666666666,0.6363636363636364,0.3636363636363636,0.7777777777777778,0.4444444444444444,0.4957983193277311,0.7951332228659945,0.312267516434183,0.2551847501423571,0.9884726224783864,0.7688973250945706,1.0118717239075894,1.0666666666666667,1.0714285714285714,1.0769230769230769
15,58,15,0.6357353252247786,0.4285973077072614,0.3488607945232241,0.4399999999999999,0.03125,0.0,0.05,0.0,0.5454545454545454,0.1,0.5,0.0909090909090909,0.5226252421559575,0.8164481399688907,0.2178698826426099,0.4074102137883174,0.9892183288409704,0.7442240984357615,0.7863221832487877,1.0285714285714287,1.0303030303030303,1.032258064516129
97,99,97,0.9041944301794655,0.8420241412770629,0.8078673443076599,0.7391304347826086,0.6,0.5833333333333333,0.5625,0.5,0.6875,0.6,1.0,0.9,0.5595660749506903,0.8975602524508651,0.2986270989111901,0.2386464763063574,1.0,0.8899099430251792,1.495330574533639,1.1904761904761905,1.2,1.2105263157894737
48,78,48,0.6569383917546496,0.5468165968051546,0.5002501876563868,0.3846153846153846,0.1785714285714286,0.1481481481481481,0.2380952380952381,0.1578947368421053,0.6153846153846154,0.4166666666666667,0.5333333333333333,0.3571428571428571,0.4912698412698413,0.7611243951073875,0.2161150166705721,0.2884153019952983,0.9876711550480084,0.6785437359229037,0.8039087250145104,0.8571428571428572,0.8484848484848485,0.8387096774193549
82,82,82,0.8834723085353694,0.8057681397784151,0.7845183921053012,0.7,0.4761904761904761,0.4499999999999999,0.5294117647058824,0.375,0.7333333333333333,0.6,0.9166666666666666,0.8181818181818182,0.6938888888888889,0.9009374626955596,0.2197375618208953,0.2570179927086285,0.9945433764701546,0.8443700116175561,1.421152423548146,1.1515151515151516,1.1612903225806452,1.1724137931034484
58,138,58,0.8963514386594376,0.7875615306482151,0.7376628640381944,0.6451612903225806,0.3414634146341463,0.2926829268292683,0.4782608695652174,0.3043478260869565,0.7058823529411765,0.6111111111111112,0.75,0.6875,0.623768472906404,0.9101123595505624,0.2395703572395303,0.2467201922212934,0.992932795774714,0.8584169453734671,1.2796712365884786,0.9824561403508772,0.9818181818181818,0.9811320754716981
19,54,19,0.8001231610745854,0.6262882535275905,0.520499111025044,0.6111111111111112,0.0,0.0,0.0625,0.0,0.7,0.1111111111111111,0.7777777777777778,0.125,0.7701388888888889,0.9138599553907848,0.2798000610500613,0.3051910416108376,1.0,0.8163971357309519,1.2530448635442797,1.1111111111111112,1.12,1.1304347826086958
32,98,32,0.8862606189103951,0.8233187759829511,0.7733602811121816,0.6086956521739131,0.1999999999999999,0.0967741935483871,0.3181818181818182,0.0416666666666666,0.7857142857142857,0.4666666666666667,0.7857142857142857,0.5,0.5,0.8956037224108802,0.2981132756132757,0.3584073151613874,0.9976303317535544,0.7702702702702703,1.1894557852009262,1.0,1.0,1.0
73,86,73,0.8306640148867082,0.7599909255356609,0.7327563156887953,0.6799999999999999,0.5185185185185186,0.4444444444444444,0.4705882352941176,0.4,0.5882352941176471,0.5,1.0,0.8888888888888888,0.7151811151811153,0.8179128813519695,0.2254269628079155,0.3197746710262587,0.9880239520958084,0.84341243514502,1.279938393319551,1.2093023255813953,1.2195121951219512,1.2307692307692308
19,52,19,0.5967499875721346,0.4067446084099805,0.3085459923992679,0.3199999999999999,0.074074074074074,0.0384615384615384,0.0476190476190476,0.0,0.5454545454545454,0.1,0.4615384615384615,0.0833333333333333,0.7120681605975724,0.6924107336786998,0.1847951521971128,0.2746090573636185,0.9847715736040608,0.6176208885945345,0.7130899126729269,0.8387096774193549,0.8275862068965518,0.8148148148148148
53,83,53,0.7425179830751689,0.6537907860511243,0.602743188473465,0.4166666666666666,0.1538461538461538,0.12,0.2142857142857143,0.0833333333333333,0.5,0.3333333333333333,0.5555555555555556,0.375,0.5970389775343335,0.6825209291853217,0.244877752395235,0.2901585078414737,0.9884002259258322,0.6795655371113763,0.8500117298835617,1.125,1.1333333333333333,1.1428571428571428
19,55,19,0.6312713983695755,0.4398428249989879,0.3678260598380847,0.3913043478260869,0.0689655172413793,0.0357142857142857,0.1999999999999999,0.0769230769230768,0.5,0.3333333333333333,0.5,0.3333333333333333,0.709378665996313,0.7317073170731709,0.2015917481988914,0.2766385057462203,0.9785236915221146,0.7112540131478368,0.6765712329686809,1.0303030303030303,1.032258064516129,1.0344827586206897
16,50,16,0.6067942268318605,0.3746343246326775,0.2901593353013875,0.2962962962962963,0.0999999999999999,0.0333333333333333,0.1666666666666666,0.0625,0.6666666666666666,0.375,0.4285714285714285,0.2307692307692307,0.7707417582417583,0.5587987562271125,0.2204042254042259,0.2940576819642096,0.9858569473310692,0.6059676519799219,0.6241074105297023,0.7428571428571429,0.7272727272727273,0.7096774193548387
34,88,34,0.6645399756542107,0.4796733337741736,0.4206879206881312,0.3636363636363636,0.0476190476190476,0.024390243902439,0.1538461538461538,0.0,0.5333333333333333,0.2857142857142857,0.4705882352941176,0.25,0.6800840889715569,0.6752271953306046,0.2244650651635948,0.2429297390239328,0.9915795546642124,0.685759170796887,0.6884740360594923,0.9565217391304347,0.9545454545454545,0.9523809523809523
53,96,53,0.7059054037364995,0.6017934765940703,0.5561831817190465,0.3666666666666667,0.2647058823529411,0.2058823529411765,0.2727272727272727,0.0909090909090909,0.5,0.4,0.5714285714285714,0.4615384615384615,0.6077533577533578,0.8191127253467552,0.2279494379984582,0.2549504828437058,0.9945544152092152,0.6928205146454384,0.6453370093735071,1.1111111111111112,1.1162790697674418,1.121951219512195
31,91,31,0.6800938766917191,0.482674745966956,0.4103274517792912,0.2894736842105263,0.0930232558139535,0.0465116279069767,0.1923076923076923,0.125,0.5333333333333333,0.3571428571428571,0.4444444444444444,0.2941176470588235,0.7917062477164779,0.6864064729836435,0.1932120437427828,0.2363707927213567,0.9979879275653925,0.5728045189011731,0.5938991789587748,0.8979591836734694,0.8936170212765957,0.8888888888888888
27,95,27,0.7728472825861328,0.6042978219198493,0.537687872547906,0.5,0.0930232558139535,0.0465116279069767,0.1538461538461538,0.0,0.6875,0.2666666666666666,0.6875,0.2666666666666666,0.7589094304388424,0.6335873369875447,0.1922787620027881,0.2300199824446269,0.9945945945945946,0.8009571215928553,0.9797836678867767,0.9795918367346939,0.9787234042553191,0.9777777777777777
67,86,67,0.6947097584320917,0.595273913797991,0.5554920598635311,0.48,0.2758620689655172,0.25,0.3888888888888888,0.3125,0.6666666666666666,0.6363636363636364,0.5333333333333333,0.5,0.6711779448621554,0.7661488934822833,0.1994944131498759,0.1930330302856055,0.9946380697050938,0.7598566308243728,0.9638223086177864,0.923076923076923,0.9189189189189189,0.9142857142857143
50,122,50,0.8479652265379611,0.7292301425932921,0.6934510198564059,0.5862068965517242,0.3333333333333333,0.2352941176470588,0.36,0.1538461538461538,0.7222222222222222,0.5294117647058824,0.7222222222222222,0.5294117647058824,0.6179879148629148,0.7378647873726216,0.2346651265401272,0.2302600200385718,0.9894117051038844,0.8086470111158819,1.1885652044925668,1.0,1.0,1.0
29,48,29,0.6440708049459496,0.5048934421078929,0.4085505846855608,0.2631578947368421,0.1363636363636363,0.0952380952380952,0.0833333333333333,0.0,0.5,0.2,0.3333333333333333,0.125,0.4466976264189886,0.8029550685469662,0.2396626984126983,0.2946538509882493,0.9818181818181818,0.6010163866417756,0.4579062632148113,0.8148148148148148,0.8,0.782608695652174
37,59,37,0.4445533940743877,0.3432326644221218,0.332977777676588,0.3333333333333333,0.1428571428571429,0.1111111111111111,0.25,0.1666666666666666,0.5,0.3846153846153846,0.5384615384615384,0.4166666666666667,0.6114208446016226,0.7134983553924282,0.2076241687162738,0.2155357661549548,0.9873787932320496,0.6089108910891089,0.690815873742044,1.1176470588235294,1.125,1.1333333333333333
71,71,71,0.9080412020050768,0.8754655386119166,0.8609460320922777,0.8421052631578947,0.75,0.736842105263158,0.7272727272727273,0.6666666666666667,1.0,0.8888888888888888,0.9090909090909092,0.8,0.5263157894736842,0.944356875867904,0.415909090909091,0.354021739094386,0.9933554817275748,0.9313264346190028,1.6323398411224388,0.9729729729729729,0.9714285714285714,0.9696969696969697
24,91,24,0.8074267672650709,0.65908813001037,0.5640760748177667,0.5416666666666667,0.0999999999999999,0.0689655172413793,0.1904761904761904,0.0,0.75,0.3636363636363636,0.6,0.2857142857142857,0.6258169934640523,0.8224253152776161,0.2078346373514439,0.2651859771972578,0.997560975609756,0.8064376651453279,1.0743694176270449,0.9142857142857143,0.9090909090909091,0.9032258064516129
22,50,22,0.7085351319371781,0.5668202012651355,0.4919520370144725,0.5,0.0967741935483871,0.032258064516129,0.1666666666666666,0.0,0.5384615384615384,0.25,0.7,0.3333333333333333,0.5864281916913495,0.8293805060462438,0.2518213928928213,0.2094610348895836,0.9865470852017938,0.7310513447432763,0.9124311214649069,1.1666666666666667,1.1764705882352942,1.1875
96,125,96,0.8619942318412309,0.7844412609462165,0.7452892312482854,0.5357142857142857,0.3870967741935484,0.3225806451612903,0.4545454545454546,0.3333333333333333,0.7058823529411765,0.625,0.7058823529411765,0.625,0.603202614379085,0.6669240172520742,0.2868675551028495,0.26891675468244,0.9914893617021276,0.7856482959746258,1.049672692378986,1.0666666666666667,1.069767441860465,1.0731707317073171
54,110,54,0.8312105937805038,0.740926530474132,0.7167217642207576,0.5769230769230769,0.2424242424242424,0.1818181818181817,0.2727272727272727,0.0434782608695651,0.6666666666666666,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.7621927414690572,0.7791523391749192,0.2165003909489209,0.2904194156667132,0.9963636363636365,0.7670038701244771,1.1296248763512473,0.883720930232558,0.8780487804878049,0.8717948717948718
28,67,28,0.8551776738605733,0.7559610687825625,0.6632998394995123,0.6923076923076923,0.1388888888888888,0.054054054054054,0.4736842105263158,0.0434782608695651,0.9333333333333332,0.6428571428571429,0.9333333333333332,0.6428571428571429,0.5227272727272727,0.7807200583588267,0.3159213471713477,0.2538303650302325,0.9888123198436204,0.8388804982193134,1.5340554198191263,0.9767441860465116,0.975609756097561,0.9743589743589743
35,52,35,0.6950150912113303,0.5266178342796503,0.4589285179800713,0.3809523809523809,0.12,0.0833333333333333,0.125,0.0,0.625,0.2857142857142857,0.4166666666666667,0.1818181818181818,0.6677350427350427,0.6069327367499427,0.2091911098161099,0.2307039106758804,0.992063492063492,0.6693999783426124,0.6410888772094775,0.8,0.7857142857142857,0.7692307692307692
16,88,16,0.6562644105499976,0.4346335603280935,0.3200512122912777,0.4,0.0799999999999999,0.0196078431372549,0.0967741935483871,0.0,0.5294117647058824,0.1875,0.4736842105263157,0.1666666666666666,0.6446454779788113,0.6291528696058956,0.2450798264235762,0.2655764156140031,0.9918831168831168,0.7135042200687713,0.7257365582367864,0.9285714285714286,0.9259259259259258,0.923076923076923
